geneIDs	a_cell	a_donor	geneIDs	b_cell	b_donor	geneIDs	g_cell	g_donor	geneIDs	d_cell	d_donor	geneIDs	acinar_cell	acinar_donor	geneIDs	ductal_cell	ductal_donor	rank	geneIDs	correlation	p-value	adj p-value	RefSeq	RPKM
																		2022	'PIP4K2B'	0.33	4.99E-24	4.79E-22	244587	6934
																		2023	'C17orf89'	0.33	5.23E-24	5.02E-22	209655	7985
																		2024	'NASP'	0.33	5.27E-24	5.06E-22	159559	7989
																		2025	'SNHG3'	0.33	5.29E-24	5.07E-22	148129	6213
																		2026	'PGPEP1'	0.33	5.43E-24	5.20E-22	225657	7861
																		2027	'DNAJC14'	0.33	5.44E-24	5.21E-22	303753	8408
																		2028	'CAND2'	0.33	5.46E-24	5.22E-22	147170	8208
																		2029	'LARP1'	0.33	5.52E-24	5.28E-22	277184	6605
																		2030	'SLC6A6'	0.33	5.62E-24	5.37E-22	451580	8501
																		2031	'ILF3'	0.33	5.63E-24	5.38E-22	130343	6635
																		2032	'NPEPL1.uid_24640'	0.33	5.79E-24	5.53E-22	133532	5906
																		2033	'NDRG1'	0.33	5.93E-24	5.66E-22	185623	7424
																		2034	'TEF'	0.33	5.97E-24	5.70E-22	160793	6908
																		2035	'PHF21A'	0.33	6.03E-24	5.75E-22	313787	6879
																		2036	'SIK2'	0.33	6.23E-24	5.94E-22	150766	8887
																		2037	'CLIP2'	0.33	6.59E-24	6.28E-22	268978	6560
																		2038	'RAB15'	0.33	6.68E-24	6.36E-22	86562	7198
																		2039	'VPS16'	0.33	6.71E-24	6.39E-22	171189	7595
																		2040	'DNTTIP1'	0.33	6.71E-24	6.39E-22	120292	6643
																		2041	'C22orf39'	0.33	6.72E-24	6.39E-22	261814	7016
																		2042	'UBFD1'	0.33	6.75E-24	6.42E-22	362698	6652
																		2043	'ORAI1'	0.33	6.76E-24	6.42E-22	19601	1053
																		2044	'TMEM189'	0.33	6.81E-24	6.47E-22	390997	8640
																		2045	'RUNDC3A'	0.33	6.85E-24	6.50E-22	205400	7050
																		2046	'MISP'	0.33	6.95E-24	6.59E-22	95172	7443
																		2047	'NKX2-2'	0.33	7.14E-24	6.78E-22	179610	6330
																		2048	'MED22'	0.33	7.37E-24	6.98E-22	286604	6371
																		2049	'IFT27'	0.33	7.57E-24	7.18E-22	258504	6774
																		2050	'STRADA'	0.33	7.59E-24	7.19E-22	255343	6166
																		2051	'ZMYND19'	0.33	7.71E-24	7.30E-22	466193	8017
																		2052	'GATAD1'	0.33	8.20E-24	7.75E-22	184939	7615
																		2053	'PDXP'	0.33	8.27E-24	7.82E-22	339157	7464
																		2054	'VGLL4'	0.33	8.38E-24	7.92E-22	172979	6591
																		2055	'C6orf1'	0.33	8.58E-24	8.10E-22	6072	1026
																		2056	'MFSD5'	0.33	8.70E-24	8.22E-22	153358	7383
																		2057	'RAMP2'	0.33	8.82E-24	8.32E-22	220069	6999
																		2058	'DHRS1'	0.33	8.92E-24	8.42E-22	312719	6601
																		2059	'ZNF843'	0.33	9.18E-24	8.66E-22	185722	7958
																		2060	'CECR5'	0.33	9.27E-24	8.74E-22	193660	7295
																		2061	'SLC37A1'	0.33	9.40E-24	8.86E-22	330157	5318
																		2062	'JUN'	0.33	9.67E-24	9.11E-22	224494	6932
																		2063	'MRPL43'	0.33	9.86E-24	9.27E-22	469936	7525
																		2064	'CROCCP2'	0.33	1.01E-23	9.54E-22	271616	6380
																		2065	'NDRG4'	0.33	1.06E-23	9.98E-22	180270	6624
																		2066	'MAP1A'	0.33	1.10E-23	1.04E-21	405057	7593
																		2067	'CEBPD'	0.33	1.12E-23	1.05E-21	273157	6662
																		2068	'ARHGAP17'	0.33	1.14E-23	1.07E-21	282702	7328
																		2069	'DDX54'	0.33	1.18E-23	1.11E-21	206210	6192
																		2070	'PLEKHG6'	0.33	1.19E-23	1.11E-21	292023	7239
																		2071	'BRI3BP'	0.33	1.19E-23	1.12E-21	364089	6849
																		2072	'PARP12'	0.33	1.20E-23	1.12E-21	281757	7168
																		2073	'NUAK2'	0.33	1.20E-23	1.13E-21	447543	7426
																		2074	'PRRT3'	0.33	1.20E-23	1.13E-21	323613	7123
																		2075	'MAPK12'	0.33	1.22E-23	1.14E-21	432075	6955
																		2076	'KIF2A'	0.33	1.28E-23	1.19E-21	96718	7443
																		2077	'YWHAG'	0.33	1.32E-23	1.23E-21	272200	6617
																		2078	'ETFB'	0.33	1.33E-23	1.25E-21	293581	7238
																		2079	'LPPR5'	0.33	1.34E-23	1.25E-21	131493	4580
																		2080	'BRD9'	0.33	1.42E-23	1.32E-21	277809	6872
																		2081	'SNHG18'	0.33	1.44E-23	1.34E-21	156448	6349
																		2082	'TOR2A'	0.33	1.45E-23	1.35E-21	215574	7205
																		2083	'INF2'	0.33	1.46E-23	1.36E-21	325310	7315
																		2084	'JTB'	0.33	1.47E-23	1.37E-21	193952	8188
																		2085	'FBXL16'	0.33	1.49E-23	1.39E-21	376069	6880
																		2086	'ANKS3'	0.33	1.50E-23	1.39E-21	247191	6164
																		2087	'PIGO'	0.33	1.50E-23	1.39E-21	204483	7521
																		2088	'GDAP1L1'	0.33	1.50E-23	1.40E-21	285596	6818
																		2089	'SIAH2'	0.33	1.57E-23	1.45E-21	427080	6930
																		2090	'SKIV2L'	0.33	1.62E-23	1.51E-21	154949	7981
																		2091	'NUP210'	0.33	1.66E-23	1.54E-21	388946	7008
																		2092	'KATNB1'	0.33	1.66E-23	1.54E-21	93134	6174
																		2093	'YAF2'	0.33	1.67E-23	1.55E-21	139698	6826
																		2094	'ZNF687'	0.33	1.68E-23	1.55E-21	485670	8011
																		2095	'POLDIP3'	0.33	1.71E-23	1.58E-21	116250	6085
																		2096	'RPL22'	0.33	1.75E-23	1.62E-21	471194	7167
																		2097	'FAM8A1'	0.33	1.80E-23	1.67E-21	205390	6995
																		2098	'ANKRD11'	0.33	1.86E-23	1.72E-21	218440	6547
																		2099	'TPRG1L'	0.33	1.91E-23	1.77E-21	197446	7384
																		2100	'SPTBN2'	0.33	1.91E-23	1.77E-21	233675	8549
																		2101	'SLC27A3'	0.33	1.91E-23	1.77E-21	441817	6469
																		2102	'C18orf8'	0.33	1.93E-23	1.79E-21	187725	8481
																		2103	'IMP3'	0.33	1.94E-23	1.79E-21	212952	6738
																		2104	'CTDSP1'	0.33	1.95E-23	1.80E-21	263853	7485
																		2105	'SH3TC1'	0.33	1.96E-23	1.80E-21	200510	6593
																		2106	'CHST14'	0.33	1.96E-23	1.80E-21	384180	8270
																		2107	'ZNF213-AS1'	0.33	1.98E-23	1.83E-21	231806	6968
																		2108	'RPL34'	0.33	1.99E-23	1.83E-21	265797	6835
																		2109	'ABCC1'	0.33	1.99E-23	1.83E-21	134892	7632
																		2110	'LOC100506023'	0.33	2.01E-23	1.85E-21	489753	6600
																		2111	'CLASP1'	0.33	2.08E-23	1.91E-21	101781	6713
																		2112	'PDRG1'	0.33	2.11E-23	1.94E-21	571509	8734
																		2113	'MIIP'	0.33	2.14E-23	1.97E-21	268244	7508
																		2114	'HECTD3'	0.33	2.15E-23	1.97E-21	155219	7072
																		2115	'LOC339803'	0.33	2.24E-23	2.06E-21	224679	7029
																		2116	'SBF2'	0.33	2.26E-23	2.07E-21	362769	6757
																		2117	'STAT6'	0.33	2.29E-23	2.10E-21	177462	6827
																		2118	'KLHL26'	0.33	2.29E-23	2.10E-21	225929	6672
																		2119	'DDRGK1'	0.33	2.30E-23	2.11E-21	242801	7883
																		2120	'DPP9'	0.33	2.33E-23	2.13E-21	188281	8311
																		2121	'DAGLA'	0.33	2.44E-23	2.23E-21	127202	6439
																		2122	'TTBK2'	0.33	2.46E-23	2.25E-21	145585	7700
																		2123	'LYSMD1'	0.33	2.49E-23	2.28E-21	172377	6823
																		2124	'ANKRD9'	0.33	2.56E-23	2.34E-21	154280	7096
																		2125	'VKORC1'	0.33	2.63E-23	2.40E-21	219428	6721
																		2126	'RECQL5'	0.33	2.68E-23	2.45E-21	208222	7270
																		2127	'HIST1H1C'	0.33	2.78E-23	2.54E-21	274975	6281
																		2128	'NOA1'	0.33	2.82E-23	2.57E-21	394696	7739
																		2129	'KCNK16'	0.33	2.82E-23	2.57E-21	399365	7017
																		2130	'CREG1'	0.33	2.84E-23	2.58E-21	214649	8789
																		2131	'HLA-DQB1'	0.33	2.85E-23	2.60E-21	338306	6222
																		2132	'PRRC2B'	0.33	2.88E-23	2.62E-21	127904	6525
																		2133	'FAM167A'	0.33	2.89E-23	2.63E-21	223479	6478
																		2134	'SNORD104'	0.33	3.05E-23	2.78E-21	230118	8949
																		2135	'UCP2'	0.33	3.07E-23	2.79E-21	130203	8121
																		2136	'TMEM102'	0.33	3.08E-23	2.80E-21	230778	6819
																		2137	'TBRG4'	0.33	3.17E-23	2.88E-21	134827	8363
																		2138	'DHDDS'	0.33	3.21E-23	2.92E-21	220802	7103
																		2139	'ASB1'	0.33	3.29E-23	2.99E-21	547785	7191
																		2140	'TUT1'	0.33	3.40E-23	3.08E-21	395045	7286
																		2141	'CCNB1IP1'	0.33	3.42E-23	3.11E-21	256834	8092
																		2142	'DTNBP1'	0.33	3.44E-23	3.12E-21	206267	6424
																		2143	'CD2BP2'	0.33	3.50E-23	3.17E-21	173033	6175
																		2144	'CPT1C'	0.33	3.54E-23	3.20E-21	133204	7867
																		2145	'SLC25A51'	0.33	3.54E-23	3.20E-21	226183	6280
																		2146	'ERAP1'	0.33	3.56E-23	3.22E-21	219666	7255
																		2147	'TBC1D13'	0.33	3.56E-23	3.22E-21	228688	6803
																		2148	'TRAPPC2L'	0.33	3.57E-23	3.23E-21	434029	7917
																		2149	'DUSP1'	0.33	3.62E-23	3.27E-21	100356	7662
																		2150	'SPATA33'	0.33	3.74E-23	3.38E-21	441228	7188
																		2151	'FAM57B'	0.33	3.75E-23	3.39E-21	257616	7302
																		2152	'LMNA'	0.33	3.81E-23	3.44E-21	303063	6834
																		2153	'TRMT61A'	0.33	3.85E-23	3.48E-21	536064	7901
																		2154	'DHRS11'	0.33	3.86E-23	3.48E-21	252708	7320
																		2155	'FNBP4'	0.33	3.91E-23	3.52E-21	149974	5320
																		2156	'COMMD4'	0.33	3.92E-23	3.53E-21	305046	6336
																		2157	'DGCR8'	0.33	3.94E-23	3.55E-21	393971	8372
																		2158	'REC8'	0.33	3.97E-23	3.57E-21	192703	7003
																		2159	'ITPR3'	0.33	4.01E-23	3.60E-21	120215	6879
																		2160	'TBL3'	0.33	4.01E-23	3.60E-21	132219	7211
																		2161	'STX17'	0.33	4.04E-23	3.63E-21	216332	7721
																		2162	'OCEL1'	0.33	4.16E-23	3.74E-21	159339	6222
																		2163	'ZNF592'	0.33	4.20E-23	3.77E-21	184665	7935
																		2164	'DUSP3'	0.33	4.24E-23	3.81E-21	248951	6941
																		2165	'PVR'	0.33	4.25E-23	3.81E-21	254019	6712
																		2166	'DHRS13'	0.33	4.45E-23	3.99E-21	70972	7235
																		2167	'DOCK3'	0.33	4.51E-23	4.04E-21	428071	8803
																		2168	'LOC100129046'	0.33	4.53E-23	4.06E-21	229140	6163
																		2169	'ZSWIM8'	0.33	4.84E-23	4.33E-21	229816	8158
																		2170	'INPP5B'	0.33	4.85E-23	4.34E-21	206063	6395
																		2171	'OSGEP'	0.33	4.90E-23	4.38E-21	118950	9482
																		2172	'FKBP2'	0.33	4.97E-23	4.45E-21	341597	7342
																		2173	'MIR7-3HG'	0.33	5.07E-23	4.53E-21	84919	5797
																		2174	'AKAP8'	0.33	5.08E-23	4.54E-21	120562	6542
																		2175	'TMEM18'	0.33	5.11E-23	4.56E-21	334816	8125
																		2176	'TM7SF3'	0.33	5.12E-23	4.57E-21	143564	6783
																		2177	'DNER'	0.33	5.14E-23	4.58E-21	206896	7212
																		2178	'TFIP11'	0.33	5.30E-23	4.72E-21	222906	7213
																		2179	'MTHFSD'	0.33	5.33E-23	4.75E-21	174533	6976
																		2180	'NCKAP5L'	0.33	5.36E-23	4.77E-21	433331	7244
																		2181	'CAPZB'	0.33	5.43E-23	4.84E-21	244892	6414
																		2182	'METTL22'	0.33	5.46E-23	4.86E-21	236162	8410
																		2183	'SF1'	0.33	5.49E-23	4.88E-21	284272	6901
																		2184	'RPL32P3'	0.33	5.62E-23	4.99E-21	222368	8388
																		2185	'HES6'	0.33	5.90E-23	5.25E-21	378936	7868
																		2186	'SIGMAR1'	0.33	5.94E-23	5.27E-21	471181	7434
																		2187	'PFKP'	0.33	6.09E-23	5.41E-21	227904	8514
																		2188	'HSPA1B'	0.33	6.15E-23	5.46E-21	448505	8402
																		2189	'ALG12'	0.33	6.18E-23	5.48E-21	353251	7835
																		2190	'MSL2'	0.33	6.22E-23	5.52E-21	206601	7046
																		2191	'SKI'	0.33	6.25E-23	5.54E-21	373870	6943
																		2192	'ZNF331'	0.33	6.31E-23	5.59E-21	394175	8273
																		2193	'HSD17B14'	0.33	6.46E-23	5.72E-21	293929	7617
																		2194	'RETSAT'	0.33	6.48E-23	5.73E-21	44907	5607
																		2195	'SMOC1'	0.33	6.70E-23	5.92E-21	140510	3607
																		2196	'KLF16'	0.33	7.04E-23	6.22E-21	342538	6544
																		2197	'ZDHHC5'	0.33	7.09E-23	6.26E-21	318860	6876
																		2198	'CRCP'	0.33	7.24E-23	6.39E-21	203770	7487
																		2199	'PGD'	0.33	7.52E-23	6.64E-21	239989	6446
																		2200	'PA2G4'	0.33	7.59E-23	6.70E-21	608614	7315
																		2201	'AAK1'	0.33	7.61E-23	6.71E-21	397353	7077
																		2202	'C6orf120'	0.33	7.89E-23	6.95E-21	175296	7914
																		2203	'WWP2'	0.33	8.10E-23	7.14E-21	495632	7710
																		2204	'TPST1'	0.33	8.39E-23	7.39E-21	329820	7297
																		2205	'ZNF32'	0.33	8.41E-23	7.41E-21	320492	7779
																		2206	'FAM174A'	0.33	8.69E-23	7.65E-21	278029	7115
																		2207	'PHKG2'	0.33	8.75E-23	7.70E-21	224050	6603
																		2208	'MTHFR'	0.33	8.85E-23	7.78E-21	199542	6103
																		2209	'FAF1'	0.33	8.91E-23	7.82E-21	136578	6998
																		2210	'ITGA3'	0.33	8.98E-23	7.88E-21		
																		2211	'NUP214'	0.33	9.10E-23	7.99E-21		
																		2212	'B3GALT4'	0.33	9.48E-23	8.31E-21		
																		2213	'CPSF2'	0.33	9.50E-23	8.33E-21		
																		2214	'TSPAN15'	0.33	9.79E-23	8.58E-21		
																		2215	'DPP6'	0.33	9.79E-23	8.58E-21		
																		2216	'PPIP5K1'	0.33	9.95E-23	8.71E-21		
																		2217	'C17orf97'	0.33	9.96E-23	8.72E-21		
																		2218	'HERC6'	0.33	1.02E-22	8.89E-21		
																		2219	'KIAA0930'	0.33	1.03E-22	9.02E-21		
																		2220	'SOX13'	0.33	1.04E-22	9.06E-21		
																		2221	'FAM179B'	0.33	1.06E-22	9.29E-21		
																		2222	'BTF3'	0.33	1.08E-22	9.46E-21		
																		2223	'ABHD6'	0.33	1.11E-22	9.67E-21		
																		2224	'PRELID1'	0.32	1.12E-22	9.80E-21		
																		2225	'XRCC1'	0.32	1.13E-22	9.90E-21		
																		2226	'TSTA3'	0.32	1.15E-22	1.00E-20		
																		2227	'IRF7'	0.32	1.16E-22	1.01E-20		
																		2228	'ATAT1'	0.32	1.16E-22	1.01E-20		
																		2229	'CNKSR3'	0.32	1.16E-22	1.01E-20		
																		2230	'TTC19'	0.32	1.16E-22	1.01E-20		
																		2231	'GBA'	0.32	1.17E-22	1.02E-20		
																		2232	'H3F3A'	0.32	1.19E-22	1.03E-20		
																		2233	'BTRC'	0.32	1.19E-22	1.03E-20		
																		2234	'SEPT1'	0.32	1.23E-22	1.07E-20		
																		2235	'ZNF775'	0.32	1.26E-22	1.10E-20		
																		2236	'CLDN15'	0.32	1.27E-22	1.10E-20		
																		2237	'MIEF2'	0.32	1.28E-22	1.11E-20		
																		2238	'KHDRBS3'	0.32	1.28E-22	1.11E-20		
																		2239	'CALCOCO1'	0.32	1.28E-22	1.11E-20		
																		2240	'SIDT2'	0.32	1.30E-22	1.13E-20		
																		2241	'MSANTD1'	0.32	1.31E-22	1.13E-20		
																		2242	'PDXK'	0.32	1.33E-22	1.15E-20		
																		2243	'LOC100507316'	0.32	1.33E-22	1.16E-20		
																		2244	'XRRA1'	0.32	1.37E-22	1.18E-20		
																		2245	'PDSS2'	0.32	1.37E-22	1.19E-20		
																		2246	'SNTA1'	0.32	1.39E-22	1.20E-20		
																		2247	'PDDC1'	0.32	1.40E-22	1.21E-20		
																		2248	'RTF1'	0.32	1.42E-22	1.22E-20		
																		2249	'MCAT'	0.32	1.42E-22	1.23E-20		
																		2250	'DENND6B'	0.32	1.43E-22	1.24E-20		
																		2251	'FNBP1'	0.32	1.49E-22	1.28E-20		
																		2252	'POLR3E'	0.32	1.51E-22	1.30E-20		
																		2253	'ZNF142'	0.32	1.51E-22	1.30E-20		
																		2254	'LINC00116'	0.32	1.51E-22	1.30E-20		
																		2255	'FAM120AOS'	0.32	1.54E-22	1.33E-20		
																		2256	'CENPB'	0.32	1.59E-22	1.37E-20		
																		2257	'NAA40'	0.32	1.60E-22	1.37E-20		
																		2258	'C9orf41'	0.32	1.62E-22	1.39E-20		
																		2259	'PCIF1'	0.32	1.62E-22	1.39E-20		
																		2260	'FAM71E1'	0.32	1.67E-22	1.43E-20		
																		2261	'RNF123'	0.32	1.68E-22	1.44E-20		
																		2262	'SLC23A2'	0.32	1.68E-22	1.44E-20		
																		2263	'RUSC1'	0.32	1.70E-22	1.46E-20		
																		2264	'CIB2'	0.32	1.71E-22	1.47E-20		
																		2265	'NDUFAF2'	0.32	1.72E-22	1.48E-20		
																		2266	'ZNF133'	0.32	1.76E-22	1.50E-20		
																		2267	'MON1B'	0.32	1.77E-22	1.52E-20		
																		2268	'UBL5'	0.32	1.78E-22	1.52E-20		
																		2269	'DNAJB12'	0.32	1.80E-22	1.54E-20		
																		2270	'GPR114'	0.32	1.81E-22	1.55E-20		
																		2271	'ZNF787'	0.32	1.83E-22	1.57E-20		
																		2272	'WIZ'	0.32	1.84E-22	1.57E-20		
																		2273	'AGO2'	0.32	1.85E-22	1.58E-20		
																		2274	'SLC9A1'	0.32	1.86E-22	1.59E-20		
																		2275	'C20orf96'	0.32	1.89E-22	1.62E-20		
																		2276	'CYP4F24P'	0.32	1.93E-22	1.64E-20		
																		2277	'TMEM200A'	0.32	1.93E-22	1.65E-20		
																		2278	'LINC00936'	0.32	1.97E-22	1.68E-20		
																		2279	'TMEM131'	0.32	1.97E-22	1.68E-20		
																		2280	'PEX26'	0.32	1.97E-22	1.68E-20		
																		2281	'MCUR1'	0.32	1.98E-22	1.68E-20		
																		2282	'RASGRF1'	0.32	1.98E-22	1.68E-20		
																		2283	'OGFOD2'	0.32	1.99E-22	1.69E-20		
																		2284	'PRKCE'	0.32	2.01E-22	1.71E-20		
																		2285	'EVI5L'	0.32	2.02E-22	1.72E-20		
																		2286	'PCK2'	0.32	2.11E-22	1.79E-20		
																		2287	'CNOT11'	0.32	2.12E-22	1.80E-20		
																		2288	'NUDT22'	0.32	2.12E-22	1.80E-20		
																		2289	'RC3H2'	0.32	2.20E-22	1.87E-20		
																		2290	'EPC1'	0.32	2.21E-22	1.87E-20		
																		2291	'LRRC8D'	0.32	2.27E-22	1.92E-20		
																		2292	'DNAJA3'	0.32	2.30E-22	1.95E-20		
																		2293	'FAM213B'	0.32	2.33E-22	1.98E-20		
																		2294	'TCIRG1'	0.32	2.35E-22	1.99E-20		
																		2295	'BICD1'	0.32	2.35E-22	1.99E-20		
																		2296	'ARMC7'	0.32	2.36E-22	1.99E-20		
																		2297	'RXRA'	0.32	2.38E-22	2.01E-20		
																		2298	'THBS3'	0.32	2.41E-22	2.04E-20		
																		2299	'RSPH3'	0.32	2.42E-22	2.04E-20		
																		2300	'BTG2'	0.32	2.44E-22	2.06E-20		
																		2301	'KIAA0430'	0.32	2.51E-22	2.12E-20		
																		2302	'ENDOV'	0.32	2.52E-22	2.13E-20		
																		2303	'TMEM25'	0.32	2.57E-22	2.17E-20		
																		2304	'ATXN2'	0.32	2.60E-22	2.19E-20		
																		2305	'PHF8'	0.32	2.61E-22	2.20E-20		
																		2306	'BAHD1'	0.32	2.62E-22	2.21E-20		
																		2307	'BLOC1S1'	0.32	2.63E-22	2.21E-20		
																		2308	'SEC24C'	0.32	2.66E-22	2.24E-20		
																		2309	'MFN2'	0.32	2.66E-22	2.24E-20		
																		2310	'ARHGEF7'	0.32	2.80E-22	2.35E-20		
																		2311	'PAPD7'	0.32	2.86E-22	2.40E-20		
																		2312	'SH3BP5L'	0.32	2.91E-22	2.44E-20		
																		2313	'RRAS'	0.32	2.97E-22	2.50E-20		
																		2314	'GPRIN1'	0.32	2.98E-22	2.50E-20		
																		2315	'NT5C'	0.32	3.02E-22	2.54E-20		
																		2316	'ATP6V1F'	0.32	3.03E-22	2.54E-20		
																		2317	'C9orf114'	0.32	3.03E-22	2.54E-20		
																		2318	'SEPT8'	0.32	3.07E-22	2.58E-20		
																		2319	'FBXL12'	0.32	3.13E-22	2.62E-20		
																		2320	'XKR8'	0.32	3.20E-22	2.68E-20		
																		2321	'TUNAR'	0.32	3.26E-22	2.72E-20		
																		2322	'RUSC2'	0.32	3.26E-22	2.73E-20		
																		2323	'CPSF4'	0.32	3.26E-22	2.73E-20		
																		2324	'RGN'	0.32	3.34E-22	2.79E-20		
																		2325	'ZNF513'	0.32	3.37E-22	2.82E-20		
																		2326	'PTP4A3'	0.32	3.40E-22	2.84E-20		
																		2327	'PCGF2'	0.32	3.43E-22	2.87E-20		
																		2328	'LGALS3BP'	0.32	3.45E-22	2.88E-20		
																		2329	'LIG1'	0.32	3.49E-22	2.91E-20		
																		2330	'ATP5I'	0.32	3.50E-22	2.92E-20		
																		2331	'RAI1'	0.32	3.50E-22	2.92E-20		
